"number","total_stations","distance_covered","start_time","end_time","journey_days","journey_time","train_type","is_superfast","average_speed","DelayOverall","DelayDiscreate"
"59439",72,490,"12:15","04:20",1,16.0833333333333,"Passenger",FALSE,30.4663212435233,6.38492063492064,0.0575396825396825
"59440",68,490,"23:00","15:00",1,16,"Passenger",FALSE,30.625,21.9090909090909,-0.0132575757575758
"59441",150,490,"22:40","14:45",1,16.0833333333333,"Passenger",FALSE,30.4663212435233,16.6996996996997,0.0345345345345345
"59442",75,490,"12:40","04:35",1,15.9166666666667,"Passenger",FALSE,30.7853403141361,21.4712837837838,0.0591216216216216
"59459",13,184,"11:15","15:45",0,4.5,"Passenger",FALSE,40.8888888888889,14.1162790697674,1.2015503875969
"59460",32,923,"13:20","07:10",1,17.8333333333333,"Passenger",FALSE,51.7570093457944,15.7179487179487,0.0598290598290598
"59473",15,111,"03:30","07:10",0,3.66666666666667,"Passenger",FALSE,30.2727272727273,11,0.333333333333333
"59474",15,111,"20:00","23:35",0,3.58333333333333,"Passenger",FALSE,30.9767441860465,9.05555555555556,1.72222222222222
"59475",6,40,"10:25","11:20",0,0.916666666666667,"Passenger",FALSE,43.6363636363636,1.35,-0.0166666666666667
"59476",6,40,"12:05","13:10",0,1.08333333333333,"Passenger",FALSE,36.9230769230769,37.0833333333333,17.3333333333333
"59477",6,40,"15:20","16:15",0,0.916666666666667,"Passenger",FALSE,43.6363636363636,3.41666666666667,0.4
"59478",6,40,"17:05","18:00",0,0.916666666666667,"Passenger",FALSE,43.6363636363636,2.38333333333333,0.166666666666667
"59481",6,40,"18:30","19:25",0,0.916666666666667,"Passenger",FALSE,43.6363636363636,2.14814814814815,0
"59482",6,40,"07:30","08:25",0,0.916666666666667,"Passenger",FALSE,43.6363636363636,4.55,0.666666666666667
"59483",6,40,"06:05","07:10",0,1.08333333333333,"Passenger",FALSE,36.9230769230769,6.19047619047619,1.28571428571429
"59484",6,40,"20:00","20:55",0,0.916666666666667,"Passenger",FALSE,43.6363636363636,1.35714285714286,-0.142857142857143
"59503",51,432,"12:40","00:50",1,12.1666666666667,"Passenger",FALSE,35.5068493150685,17.5628272251309,0.0471204188481675
"59504",50,432,"02:45","16:35",0,13.8333333333333,"Passenger",FALSE,31.2289156626506,14.5416666666667,-0.252083333333333
"59507",18,189,"05:20","10:15",0,4.91666666666667,"Passenger",FALSE,38.4406779661017,20.9944444444444,0.194444444444444
"59508",18,189,"11:00","15:55",0,4.91666666666667,"Passenger",FALSE,38.4406779661017,9.62222222222222,-0.166666666666667
"59509",8,64,"08:30","10:20",0,1.83333333333333,"Passenger",FALSE,34.9090909090909,0.25,-1.275
"59510",8,64,"06:00","07:45",0,1.75,"Passenger",FALSE,36.5714285714286,3.55,-0.3375
"59511",8,64,"20:00","21:45",0,1.75,"Passenger",FALSE,36.5714285714286,3.175,-0.55
"59512",8,64,"17:25","19:15",0,1.83333333333333,"Passenger",FALSE,34.9090909090909,0.9875,-1.25
"59547",49,498,"12:00","05:10",1,17.1666666666667,"Passenger",FALSE,29.0097087378641,16.3520408163265,-0.191326530612245
"59548",45,498,"22:10","14:10",1,16,"Passenger",FALSE,31.125,17.0472222222222,-0.347222222222222
"59601",22,139,"05:00","09:05",0,4.08333333333333,"Passenger",FALSE,34.0408163265306,13.3926940639269,0.200913242009132
"59602",22,139,"18:20","22:05",0,3.75,"Passenger",FALSE,37.0666666666667,20.7318181818182,0.254545454545455
"59603",39,300,"07:25","17:05",0,9.66666666666667,"Passenger",FALSE,31.0344827586207,9.71538461538461,-0.128205128205128
"59604",39,300,"09:30","18:05",0,8.58333333333333,"Passenger",FALSE,34.9514563106796,10.374358974359,0.0256410256410256
"59605",13,114,"05:45","08:35",0,2.83333333333333,"Passenger",FALSE,40.2352941176471,4.93846153846154,-0.407692307692308
"59606",12,114,"19:30","22:35",0,3.08333333333333,"Passenger",FALSE,36.972972972973,5.84166666666667,-0.0833333333333333
"59607",5,31,"09:15","10:40",0,1.41666666666667,"Passenger",FALSE,21.8823529411765,2.14285714285714,-0.857142857142857
"59608",5,31,"16:10","17:30",0,1.33333333333333,"Passenger",FALSE,23.25,1.97142857142857,0.571428571428571
"59705",55,562,"06:00","20:55",0,14.9166666666667,"Passenger",FALSE,37.6759776536313,19.4818181818182,0.145454545454545
"59706",55,562,"05:00","18:40",0,13.6666666666667,"Passenger",FALSE,41.1219512195122,22.6763636363636,-0.1
"59707",10,77,"10:30","12:25",0,1.91666666666667,"Passenger",FALSE,40.1739130434783,3.53,-0.45
"59708",9,77,"08:25","10:10",0,1.75,"Passenger",FALSE,44,3.47777777777778,0
"59709",10,77,"16:35","18:45",0,2.16666666666667,"Passenger",FALSE,35.5384615384615,3.12,-0.47
"59710",11,77,"14:10","16:10",0,2,"Passenger",FALSE,38.5,2.78181818181818,-0.7
"59711",17,142,"14:15","17:50",0,3.58333333333333,"Passenger",FALSE,39.6279069767442,7.98235294117647,-0.770588235294118
"59712",17,142,"08:50","12:30",0,3.66666666666667,"Passenger",FALSE,38.7272727272727,6.81764705882353,-1.08823529411765
"59713",10,54,"07:00","08:15",0,1.25,"Passenger",FALSE,43.2,8.66,1.25
"59714",10,54,"18:45","20:20",0,1.58333333333333,"Passenger",FALSE,34.1052631578947,12.46,0
"59715",28,215,"03:30","08:30",0,5,"Passenger",FALSE,43,17.5785714285714,0.107142857142857
"59716",28,215,"05:30","10:45",0,5.25,"Passenger",FALSE,40.9523809523809,18.5535714285714,0.107142857142857
"59717",28,215,"17:10","22:30",0,5.33333333333333,"Passenger",FALSE,40.3125,20.6142857142857,0.375
"59718",28,215,"19:30","00:50",1,5.33333333333333,"Passenger",FALSE,40.3125,28.6925925925926,1.31851851851852
"59719",28,215,"11:30","16:30",0,5,"Passenger",FALSE,43,18.7785714285714,0.5
"59720",28,215,"09:05","14:25",0,5.33333333333333,"Passenger",FALSE,40.3125,35.0857142857143,0.410714285714286
"59721",42,367,"05:15","13:35",0,8.33333333333333,"Passenger",FALSE,44.04,47.2714285714286,1.19047619047619
"59722",42,367,"14:05","22:35",0,8.5,"Passenger",FALSE,43.1764705882353,115.692857142857,3.94047619047619
"59727",25,213,"06:00","11:55",0,5.91666666666667,"Passenger",FALSE,36,5.22,-0.268
"59728",17,213,"23:10","04:40",1,5.5,"Passenger",FALSE,38.7272727272727,9.30065359477124,-0.61437908496732
"59729",17,213,"20:00","01:45",1,5.75,"Passenger",FALSE,37.0434782608696,0.882352941176471,-1.79411764705882
"59730",25,213,"13:00","19:10",0,6.16666666666667,"Passenger",FALSE,34.5405405405405,7.256,-0.92
"59731",10,77,"06:30","08:20",0,1.83333333333333,"Passenger",FALSE,42,2.73,0.15
"59732",10,77,"04:25","06:10",0,1.75,"Passenger",FALSE,44,3.16,-0.05
"59733",9,77,"20:20","22:10",0,1.83333333333333,"Passenger",FALSE,42,2.28888888888889,-0.366666666666667
"59734",9,77,"18:10","20:00",0,1.83333333333333,"Passenger",FALSE,42,2.58888888888889,-0.4
"59801",11,239,"23:50","04:35",1,4.75,"Passenger",FALSE,50.3157894736842,11.5,0.909090909090909
"59802",37,563,"22:30","12:55",1,14.4166666666667,"Passenger",FALSE,39.0520231213873,27.6546546546547,-0.159159159159159
"59803",24,269,"13:20","19:55",0,6.58333333333333,"Passenger",FALSE,40.8607594936709,26.425,0.1
"59805",21,272,"06:40","13:05",0,6.41666666666667,"Passenger",FALSE,42.3896103896104,9.47142857142857,-0.261904761904762
"59806",26,326,"13:50","22:00",0,8.16666666666667,"Passenger",FALSE,39.9183673469388,29.9653846153846,0.0115384615384615
"59811",71,693,"08:35","06:00",1,21.4166666666667,"Passenger",FALSE,32.3579766536965,20.5158450704225,0.149647887323944
"59812",71,695,"18:25","15:35",1,21.1666666666667,"Passenger",FALSE,32.8346456692913,56.0123456790123,0.174603174603175
"59813",42,334,"07:15","17:30",0,10.25,"Passenger",FALSE,32.5853658536585,22.8238095238095,1.78095238095238
"59814",41,332,"07:50","17:15",0,9.41666666666667,"Passenger",FALSE,35.2566371681416,26.42,-0.0125
"59821",43,499,"22:05","14:35",1,16.5,"Passenger",FALSE,30.2424242424242,29.2354651162791,0.581395348837209
"59822",47,499,"18:10","09:15",1,15.0833333333333,"Passenger",FALSE,33.0828729281768,43.1197916666667,0.169270833333333
"59823",14,87,"06:20","08:45",0,2.41666666666667,"Passenger",FALSE,36,8.91428571428571,0.157142857142857
"59824",14,87,"09:05","11:45",0,2.66666666666667,"Passenger",FALSE,32.625,11.2086330935252,2.53956834532374
"59825",14,87,"14:30","16:55",0,2.41666666666667,"Passenger",FALSE,36,11.1785714285714,0.114285714285714
"59826",14,87,"18:50","21:30",0,2.66666666666667,"Passenger",FALSE,32.625,20.1,7.2
"59827",3,36,"14:40","15:40",0,1,"Passenger",FALSE,36,11.9666666666667,6.46666666666667
"59828",3,36,"17:30","18:35",0,1.08333333333333,"Passenger",FALSE,33.2307692307692,10.1333333333333,2
"59831",64,532,"07:15","22:15",0,15,"Passenger",FALSE,35.4666666666667,39.678125,0.23125
"59832",63,532,"09:30","02:30",1,17,"Passenger",FALSE,31.2941176470588,65.8095238095238,1.64285714285714
"59833",15,227,"22:45","05:55",1,7.16666666666667,"Passenger",FALSE,31.6744186046512,6.21666666666667,-0.525
"59834",15,227,"22:30","05:00",1,6.5,"Passenger",FALSE,34.9230769230769,8.775,-0.516666666666667
"59835",20,169,"06:50","11:45",0,4.91666666666667,"Passenger",FALSE,34.3728813559322,5.755,-0.575
"59836",20,169,"14:40","20:05",0,5.41666666666667,"Passenger",FALSE,31.2,8.515,0.01
"59837",11,98,"09:45","12:10",0,2.41666666666667,"Passenger",FALSE,40.551724137931,1.62727272727273,-0.0727272727272727
"59838",11,98,"07:00","09:20",0,2.33333333333333,"Passenger",FALSE,42,3.75454545454545,-0.418181818181818
"59839",11,98,"18:30","20:45",0,2.25,"Passenger",FALSE,43.5555555555556,7.08181818181818,1.1
"59840",11,98,"15:45","18:05",0,2.33333333333333,"Passenger",FALSE,42,11.8909090909091,0
"61631",17,138,"10:35","13:50",0,3.25,"MEMU",FALSE,42.4615384615385,44.4207317073171,12.9268292682927
"61632",17,138,"17:35","21:05",0,3.5,"MEMU",FALSE,39.4285714285714,20.3630952380952,1.69642857142857
"63103",29,229,"19:30","00:30",1,5,"MEMU",FALSE,45.8,19.8546255506608,0.696035242290749
"63104",29,229,"10:55","16:15",0,5.33333333333333,"MEMU",FALSE,42.9375,9.52985074626866,0.291044776119403
"63105",25,188,"20:20","00:35",1,4.25,"MEMU",FALSE,44.2352941176471,9.56,-0.56
"63106",24,188,"08:35","12:45",0,4.16666666666667,"MEMU",FALSE,45.12,13.5254237288136,0.389830508474576
"63131",25,153,"05:00","08:55",0,3.91666666666667,"MEMU",FALSE,39.063829787234,10.752,0.096
"63132",25,153,"08:10","11:45",0,3.58333333333333,"MEMU",FALSE,42.6976744186046,13.1111111111111,0.248888888888889
"63133",29,153,"07:30","11:10",0,3.66666666666667,"MEMU",FALSE,41.7272727272727,11.9929328621908,0.190812720848057
"63134",27,153,"03:10","07:00",0,3.83333333333333,"MEMU",FALSE,39.9130434782609,50.2148148148148,1.46666666666667
"63135",29,153,"13:15","16:50",0,3.58333333333333,"MEMU",FALSE,42.6976744186046,17.9439655172414,0.15948275862069
"63136",29,153,"11:35","15:30",0,3.91666666666667,"MEMU",FALSE,39.063829787234,9.5301724137931,0.0646551724137931
"63137",28,153,"17:00","20:45",0,3.75,"MEMU",FALSE,40.8,10.281746031746,-0.0476190476190476
"63138",29,153,"19:20","23:30",0,4.16666666666667,"MEMU",FALSE,36.72,10.4862068965517,0.182758620689655
"63151",3,6,"05:40","06:00",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63153",3,6,"08:25","08:45",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63154",3,6,"09:30","09:50",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63155",3,6,"10:00","10:20",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63156",3,6,"10:50","11:10",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63157",3,6,"12:30","12:50",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63158",3,6,"13:05","13:25",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63159",3,6,"14:40","15:00",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63160",3,6,"15:15","15:35",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63161",3,6,"16:40","17:00",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63162",3,6,"17:10","17:30",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63163",3,6,"17:45","18:05",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63164",3,6,"18:25","18:45",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63165",3,6,"19:50","20:10",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63166",3,6,"20:30","20:50",0,0.333333333333333,"MEMU",FALSE,18,0,0
"63167",2,6,"22:50","23:05",0,0.25,"MEMU",FALSE,24,0,0
"63168",2,6,"23:30","23:45",0,0.25,"MEMU",FALSE,24,0,0
"63169",2,6,"03:35","03:50",0,0.25,"MEMU",FALSE,24,0,0
"63205",24,123,"01:10","05:55",0,4.75,"MEMU",FALSE,25.8947368421053,65.2375,2.07083333333333
"63206",21,123,"19:50","00:40",1,4.83333333333333,"MEMU",FALSE,25.448275862069,39.1547619047619,3.04761904761905
"63207",29,177,"05:35","12:05",0,6.5,"MEMU",FALSE,27.2307692307692,37.7137931034483,3.22758620689655
"63208",32,221,"08:30","15:55",0,7.41666666666667,"MEMU",FALSE,29.7977528089888,27.021875,1.209375
"63209",29,177,"07:00","13:40",0,6.66666666666667,"MEMU",FALSE,26.55,36.0689655172414,1.54827586206897
"63210",29,177,"11:05","17:20",0,6.25,"MEMU",FALSE,28.32,43.5655172413793,2.11724137931034
"63211",33,221,"16:15","00:05",1,7.83333333333333,"MEMU",FALSE,28.2127659574468,83.8409090909091,2.51515151515152
"63212",29,177,"14:30","20:35",0,6.08333333333333,"MEMU",FALSE,29.0958904109589,75.6137931034483,2.26206896551724
"63217",17,98,"06:05","09:30",0,3.41666666666667,"MEMU",FALSE,28.6829268292683,6.08235294117647,-0.0352941176470588
"63218",17,98,"17:55","21:20",0,3.41666666666667,"MEMU",FALSE,28.6829268292683,12.8588235294118,0.582352941176471
"63219",14,75,"09:50","12:25",0,2.58333333333333,"MEMU",FALSE,29.0322580645161,3.77142857142857,-1.92857142857143
"63220",17,85,"15:25","18:10",0,2.75,"MEMU",FALSE,30.9090909090909,27.5411764705882,4.71764705882353
"63221",6,89,"05:30","07:45",0,2.25,"MEMU",FALSE,39.5555555555556,7.48333333333333,-1.26666666666667
"63222",6,89,"18:10","20:10",0,2,"MEMU",FALSE,44.5,26.2,9.03333333333333
"63223",11,49,"21:35","23:30",0,1.91666666666667,"MEMU",FALSE,25.5652173913043,87.03,7.14
"63224",10,49,"03:30","05:00",0,1.5,"MEMU",FALSE,32.6666666666667,32.88,4.53
"63225",33,211,"12:25","19:15",0,6.83333333333333,"MEMU",FALSE,30.8780487804878,44.1515151515151,1.00606060606061
"63226",39,230,"13:40","21:05",0,7.41666666666667,"MEMU",FALSE,31.0112359550562,53.5025641025641,1.88974358974359
"63227",37,211,"07:40","15:15",0,7.58333333333333,"MEMU",FALSE,27.8241758241758,17.9135135135135,0.489189189189189
"63228",31,211,"15:45","23:35",0,7.83333333333333,"MEMU",FALSE,26.936170212766,59.084142394822,0.579288025889968
"63231",33,211,"19:35","03:50",1,8.25,"MEMU",FALSE,25.5757575757576,31.8787878787879,0.628787878787879
"63232",18,117,"06:30","10:25",0,3.91666666666667,"MEMU",FALSE,29.8723404255319,71.0944444444444,5.06666666666667
"63233",35,230,"05:40","13:20",0,7.66666666666667,"MEMU",FALSE,30,41.090625,0.49375
"63234",29,211,"07:30","17:00",0,9.5,"MEMU",FALSE,22.2105263157895,30.9241379310345,1.13793103448276
"63235",11,94,"04:00","06:35",0,2.58333333333333,"MEMU",FALSE,36.3870967741935,10.3454545454545,0.8
"63240",11,94,"20:20","23:55",0,3.58333333333333,"MEMU",FALSE,26.2325581395349,25.3818181818182,-0.927272727272727
"63241",26,103,"05:00","07:40",0,2.66666666666667,"MEMU",FALSE,38.625,9.82307692307692,1.4
"63242",13,91,"05:00","07:45",0,2.75,"MEMU",FALSE,33.0909090909091,16.7615384615385,-0.376923076923077
"63243",26,103,"06:15","09:15",0,3,"MEMU",FALSE,34.3333333333333,6.7,0.0769230769230769
"63244",26,103,"05:45","08:30",0,2.75,"MEMU",FALSE,37.4545454545455,9.72307692307692,0.115384615384615
"63245",17,91,"08:30","11:15",0,2.75,"MEMU",FALSE,33.0909090909091,9.82352941176471,0.676470588235294
"63246",17,91,"08:30","11:30",0,3,"MEMU",FALSE,30.3333333333333,16.2529411764706,-0.535294117647059
"63247",13,91,"09:30","12:15",0,2.75,"MEMU",FALSE,33.0909090909091,17.9307692307692,1.67692307692308
"63248",26,103,"09:30","12:20",0,2.83333333333333,"MEMU",FALSE,36.3529411764706,11.0769230769231,0.0961538461538462
"63249",16,91,"12:00","14:45",0,2.75,"MEMU",FALSE,33.0909090909091,11.48125,0.45
"63250",14,91,"11:45","14:10",0,2.41666666666667,"MEMU",FALSE,37.6551724137931,14.6571428571429,1.18571428571429
"63251",18,91,"13:00","15:45",0,2.75,"MEMU",FALSE,33.0909090909091,10.2833333333333,0.311111111111111
"63252",17,91,"12:45","15:25",0,2.66666666666667,"MEMU",FALSE,34.125,32.7764705882353,1.52941176470588
"63253",15,91,"15:30","18:15",0,2.75,"MEMU",FALSE,33.0909090909091,13.52,0.926666666666667
"63254",24,103,"15:15","18:00",0,2.75,"MEMU",FALSE,37.4545454545455,11.975,-0.0208333333333333
"63255",13,91,"18:30","21:15",0,2.75,"MEMU",FALSE,33.0909090909091,20.5846153846154,2.27692307692308
"63256",13,91,"16:30","19:15",0,2.75,"MEMU",FALSE,33.0909090909091,20.4153846153846,0.146153846153846
"63257",26,103,"20:00","22:45",0,2.75,"MEMU",FALSE,37.4545454545455,10.5538461538462,0.642307692307692
"63258",26,103,"19:00","21:45",0,2.75,"MEMU",FALSE,37.4545454545455,6.87692307692308,0.184615384615385
"63259",18,91,"22:00","01:10",1,3.16666666666667,"MEMU",FALSE,28.7368421052632,23.6041666666667,0.3125
"63260",21,103,"22:00","00:45",1,2.75,"MEMU",FALSE,37.4545454545455,8.23214285714286,-0.571428571428571
"63261",27,139,"16:20","23:50",0,7.5,"MEMU",FALSE,18.5333333333333,15.5259259259259,-2.16666666666667
"63262",25,139,"04:55","09:50",0,4.91666666666667,"MEMU",FALSE,28.271186440678,25.044,0.796
"63263",20,117,"15:15","19:20",0,4.08333333333333,"MEMU",FALSE,28.6530612244898,58.52,1.31
"63264",31,211,"05:10","13:30",0,8.33333333333333,"MEMU",FALSE,25.32,68.4322580645161,2.39677419354839
"63271",14,89,"15:40","18:45",0,3.08333333333333,"MEMU",FALSE,28.8648648648649,18.3571428571429,1.52857142857143
"63272",14,89,"05:10","09:45",0,4.58333333333333,"MEMU",FALSE,19.4181818181818,64.45,0.942857142857143
"63279",19,93,"17:30","20:15",0,2.75,"MEMU",FALSE,33.8181818181818,40.985,4.955
"63505",14,110,"04:10","06:05",0,1.91666666666667,"MEMU",FALSE,57.3913043478261,5.60714285714286,-0.0357142857142857
"63506",14,110,"04:55","06:40",0,1.75,"MEMU",FALSE,62.8571428571429,6.49275362318841,0.376811594202899
"63507",14,110,"05:15","07:05",0,1.83333333333333,"MEMU",FALSE,60,6.57142857142857,0.342857142857143
"63508",14,110,"05:45","07:35",0,1.83333333333333,"MEMU",FALSE,60,5.23571428571429,0.0571428571428571
"63509",14,110,"07:30","09:15",0,1.75,"MEMU",FALSE,62.8571428571429,7.22142857142857,0.492857142857143
"63510",14,110,"06:20","08:06",0,1.76666666666667,"MEMU",FALSE,62.2641509433962,4.42857142857143,0.744360902255639
"63511",14,110,"08:40","10:35",0,1.91666666666667,"MEMU",FALSE,57.3913043478261,10.3785714285714,0.764285714285714
"63512",14,110,"07:42","09:38",0,1.93333333333333,"MEMU",FALSE,56.8965517241379,4.95652173913043,0.41304347826087
"63513",14,110,"09:50","11:40",0,1.83333333333333,"MEMU",FALSE,60,7.26984126984127,0.53968253968254
"63514",14,110,"09:00","10:50",0,1.83333333333333,"MEMU",FALSE,60,9.99275362318841,0.58695652173913
"63515",14,110,"12:05","13:55",0,1.83333333333333,"MEMU",FALSE,60,10.0142857142857,0.807142857142857
"63516",14,110,"09:30","11:25",0,1.91666666666667,"MEMU",FALSE,57.3913043478261,4.3953488372093,0.503875968992248
"63517",14,110,"13:15","15:05",0,1.83333333333333,"MEMU",FALSE,60,10.7,1.3
"63518",14,110,"12:40","14:30",0,1.83333333333333,"MEMU",FALSE,60,8.8,1.16923076923077
"63519",14,110,"15:20","17:15",0,1.91666666666667,"MEMU",FALSE,57.3913043478261,9.20714285714286,0.664285714285714
"63520",14,110,"14:05","16:00",0,1.91666666666667,"MEMU",FALSE,57.3913043478261,4.29007633587786,0.419847328244275
"63521",14,110,"16:05","17:55",0,1.83333333333333,"MEMU",FALSE,60,13.3412698412698,1.00793650793651
"63522",14,110,"16:10","18:05",0,1.91666666666667,"MEMU",FALSE,57.3913043478261,3.62142857142857,0.264285714285714
"63523",14,110,"17:25","19:20",0,1.91666666666667,"MEMU",FALSE,57.3913043478261,15.4571428571429,3.47857142857143
"63524",14,110,"16:55","18:45",0,1.83333333333333,"MEMU",FALSE,60,8.02898550724638,0.333333333333333
"63525",14,110,"20:05","22:00",0,1.91666666666667,"MEMU",FALSE,57.3913043478261,9.60714285714286,0.921428571428571
"63526",14,110,"21:50","23:50",0,2,"MEMU",FALSE,55,0.65,0
"63527",6,47,"22:25","23:08",0,0.716666666666667,"MEMU",FALSE,65.5813953488372,5.78333333333333,0.95
"63528",6,47,"20:25","21:10",0,0.75,"MEMU",FALSE,62.6666666666667,3.71666666666667,0.683333333333333
"63541",18,88,"05:10","07:03",0,1.88333333333333,"MEMU",FALSE,46.7256637168142,10.3,0.566666666666667
"63542",18,88,"07:13","09:20",0,2.11666666666667,"MEMU",FALSE,41.5748031496063,25.5388888888889,1.82777777777778
"63543",18,88,"18:10","20:15",0,2.08333333333333,"MEMU",FALSE,42.24,26.1833333333333,2.17222222222222
"63544",17,88,"21:05","23:05",0,2,"MEMU",FALSE,44,26.1411764705882,1.74705882352941
"63545",13,58,"14:00","15:20",0,1.33333333333333,"MEMU",FALSE,43.5,19.0692307692308,2.37692307692308
"63546",12,58,"09:50","11:10",0,1.33333333333333,"MEMU",FALSE,43.5,73.1,7.425
"63547",15,74,"15:30","17:17",0,1.78333333333333,"MEMU",FALSE,41.4953271028037,38.0466666666667,2.64
"63548",14,76,"05:30","07:00",0,1.5,"MEMU",FALSE,50.6666666666667,42.4928571428571,4.07857142857143
"63549",22,124,"17:27","20:40",0,3.21666666666667,"MEMU",FALSE,38.5492227979275,52.1181818181818,2.00454545454545
"63550",23,122,"07:20","09:45",0,2.41666666666667,"MEMU",FALSE,50.4827586206897,51.295652173913,2.86521739130435
"63551",13,58,"23:00","00:20",1,1.33333333333333,"MEMU",FALSE,43.5,7.09803921568627,1.03921568627451
"63552",13,58,"03:12","04:45",0,1.55,"MEMU",FALSE,37.4193548387097,6.43846153846154,0.269230769230769
"63561",16,110,"07:30","09:35",0,2.08333333333333,"MEMU",FALSE,52.8,18.16875,1.8625
"63562",16,116,"04:00","06:40",0,2.66666666666667,"MEMU",FALSE,43.5,17.63125,1.30625
"63563",16,110,"20:30","22:40",0,2.16666666666667,"MEMU",FALSE,50.7692307692308,18.16875,1.425
"63564",16,110,"17:40","19:50",0,2.16666666666667,"MEMU",FALSE,50.7692307692308,34.6125,3.0625
"63565",5,43,"10:00","10:55",0,0.916666666666667,"MEMU",FALSE,46.9090909090909,9.275,3.2
"63566",6,43,"11:25","12:25",0,1,"MEMU",FALSE,43,17.975,2.775
"63567",20,154,"09:35","12:55",0,3.33333333333333,"MEMU",FALSE,46.2,36.1302083333333,4.50520833333333
"63568",20,154,"13:20","16:35",0,3.25,"MEMU",FALSE,47.3846153846154,75.7747252747253,7.78571428571429
"63569",14,110,"17:25","19:40",0,2.25,"MEMU",FALSE,48.8888888888889,34.1571428571429,3.5
"63570",16,116,"06:10","08:50",0,2.66666666666667,"MEMU",FALSE,43.5,14.7,1.3625
"63572",13,97,"05:50","08:20",0,2.5,"MEMU",FALSE,38.8,7.7,0.330769230769231
"63573",13,97,"11:20","13:30",0,2.16666666666667,"MEMU",FALSE,44.7692307692308,116.007692307692,13.2076923076923
"63574",14,97,"14:10","16:45",0,2.58333333333333,"MEMU",FALSE,37.5483870967742,164.623931623932,14.7094017094017
"63591",21,137,"15:40","18:50",0,3.16666666666667,"MEMU",FALSE,43.2631578947368,7.64880952380952,0
"63592",21,137,"07:05","10:30",0,3.41666666666667,"MEMU",FALSE,40.0975609756098,10.1904761904762,0.0793650793650794
"63593",15,80,"14:05","16:45",0,2.66666666666667,"MEMU",FALSE,30,8.98666666666667,0.48
"63594",15,80,"10:52","13:05",0,2.21666666666667,"MEMU",FALSE,36.0902255639098,17.16,0.866666666666667
"63595",26,193,"03:40","08:50",0,5.16666666666667,"MEMU",FALSE,37.3548387096774,5.62307692307692,0.0576923076923077
"63596",27,193,"18:00","23:10",0,5.16666666666667,"MEMU",FALSE,37.3548387096774,22.9767441860465,0.317829457364341
"63597",29,198,"12:30","17:40",0,5.16666666666667,"MEMU",FALSE,38.3225806451613,8.58275862068965,0.155172413793103
"63598",29,201,"05:20","11:20",0,6,"MEMU",FALSE,33.5,14.0241379310345,-1.18275862068966
"64001",18,88,"19:25","21:40",0,2.25,"MEMU",FALSE,39.1111111111111,28.5960264900662,1.82781456953642
"64002",18,88,"06:20","08:38",0,2.3,"MEMU",FALSE,38.2608695652174,7.91666666666667,0.305555555555556
"64003",10,44,"05:00","06:10",0,1.16666666666667,"MEMU",FALSE,37.7142857142857,16.07,2.12
"64004",14,56,"06:35","08:35",0,2,"MEMU",FALSE,28,16.7428571428571,1.10714285714286
"64011",16,68,"06:00","08:00",0,2,"MEMU",FALSE,34,14.61875,1.6125
"64012",16,68,"10:05","12:10",0,2.08333333333333,"MEMU",FALSE,32.64,24.50625,1.85625
"64013",16,68,"12:35","14:40",0,2.08333333333333,"MEMU",FALSE,32.64,33.675,2.55
"64014",16,68,"13:10","15:30",0,2.33333333333333,"MEMU",FALSE,29.1428571428571,21.39375,1.25
"64015",16,68,"14:35","16:40",0,2.08333333333333,"MEMU",FALSE,32.64,51.2625,4.04375
"64016",16,68,"14:30","16:55",0,2.41666666666667,"MEMU",FALSE,28.1379310344828,14.8176100628931,0.748427672955975
"64017",16,68,"15:35","17:45",0,2.16666666666667,"MEMU",FALSE,31.3846153846154,35.7,2.68125
"64018",6,11,"17:15","17:52",0,0.616666666666667,"MEMU",FALSE,17.8378378378378,7.33333333333333,2.11666666666667
"64019",15,68,"22:20","01:00",1,2.66666666666667,"MEMU",FALSE,25.5,5.83333333333333,0.025
"64031",13,36,"09:00","10:40",0,1.66666666666667,"MEMU",FALSE,21.6,8.72307692307692,1.16153846153846
"64032",12,36,"15:00","16:30",0,1.5,"MEMU",FALSE,24,38.9,3.63333333333333
"64034",12,36,"20:25","21:50",0,1.41666666666667,"MEMU",FALSE,25.4117647058824,41.9166666666667,3.94166666666667
"64036",10,36,"22:50","00:15",1,1.41666666666667,"MEMU",FALSE,25.4117647058824,76.0444444444445,8.56666666666667
"64051",16,80,"23:15","01:55",1,2.66666666666667,"MEMU",FALSE,30,11.6328125,0.2734375
"64052",17,80,"11:30","14:05",0,2.58333333333333,"MEMU",FALSE,30.9677419354839,38.5294117647059,2.8
