"code","lat","lng","state","fullname","Pin_code","stops","DelayOverall","DelayDiscreate"
"PUF",28.451784,79.8120958,"Uttar Pradesh","PAUTA",262203,1,4.74545454545455,0.618181818181818
"PUG",10.7475701,78.6193442,"Tamil Nadu","PUNGGUDI",620009,4,10.6486486486486,7.75675675675676
"PUHT",26.4906486,74.5378482,"Rajasthan","PUSHKAR TERMINUS",305022,2,-2.14285714285714,-4.64285714285714
"PUK",10.420762,76.2609744,"Kerala","PUDUKAD",680301,20,38.3988095238095,4.08333333333333
"PUL",30.2680873,75.2345972,"Punjab","RAMPURA PHUL",151103,27,23.6411764705882,-0.847058823529412
"PUM",10.8415568,76.1125115,"Kerala","PALLIPPURAM",679305,10,20.7912087912088,1.85714285714286
"PUMU",16.1311095,80.7756927,"Andhra Pradesh","PENUMARRU",522257,6,10.8979591836735,0
"PUN",18.6652784,84.3707159,"Andhra Pradesh","PUNDI",532218,10,21.1034482758621,8.42528735632184
"PUNE",18.596865,73.790566,"Maharashtra","PUNE JN",411027,219,8.17112810707457,-4.23135755258126
"PUO",23.2563248,76.230306,"Madhya Pradesh","PIR UMROD",465106,8,30.2040816326531,0.612244897959184
"PUQ",26.3628346,92.7860954,"Assam","PURANIGUDAM",782141,2,6.11111111111111,0
"PURI",19.808768,85.8393456,"Odisha","PURI",752002,92,9.30496453900709,-5.31442080378251
"PUS",23.7679379,86.0107222,"Jharkhand","PHUSRO",829144,16,45.2459016393443,2.37704918032787
"PUSA",21.4927794,78.354582,"Maharashtra","PUSLA",444906,6,10.2127659574468,3.46808510638298
"PUT",13.4399134,79.5523535,"Andhra Pradesh","PUTTUR",517583,26,20.7948717948718,4.51794871794872
"PUU",9.023277,76.9155082,"Kerala","PUNALUR",691305,14,-0.364341085271318,-9.52713178294574
"PUW",28.5576081,76.3242942,"Haryana","PATUWAS MEHRANA",127306,8,41.7105263157895,0.0394736842105263
"PUWA",21.0990248,81.3328506,"Chhattisgarh","PAUWARA HALT",491221,NA,NA,NA
"PUX",22.1930569,78.7640915,"Madhya Pradesh","PARASIA",480441,12,21,-5.20481927710843
"PUY",26.267378,92.58686,"Assam","PHULAGURI",782142,4,9.05405405405405,0
"PVD",16.4123607,80.6125551,"Andhra Pradesh","PEDDAVADIAPUDI",522302,14,42.9765625,2.4375
"PVL",10.8825232,79.1910249,"Tamil Nadu","PASUPATIKOVIL",614206,6,15.9827586206897,0.224137931034483
"PVM",13.1145105,80.1661571,"Tamil Nadu","PATTARAVKKAM",600053,2,26.7,-0.1
"PVN",11.6005546,79.315753,"Tamil Nadu","PAVUNUR",606104,2,15.9473684210526,3.57894736842105
"PVP",18.7708169,83.427482,"Andhra Pradesh","PARVATIPURAM",535501,35,31.3546511627907,1.8546511627907
"PVPT",10.9128179,79.2402314,"Tamil Nadu","PARVATIPURAM TN",614204,31,29.1621621621622,0.562162162162162
"PVR",17.6686427,75.3195352,"Maharashtra","PANDHARPUR",413304,16,0.504424778761062,-10.7610619469027
"PVRD",9.8293437,76.4552844,"Kerala","PIRAVAM ROAD",686609,27,38.7665369649805,3.50194552529183
"PVU",8.8152201,76.6690196,"Kerala","PARAVUR",691301,28,25.8490566037736,1.46792452830189
"PVZ",28.5103735,75.7311086,"Haryana","PARVEZPUR",127308,4,17.2105263157895,0.473684210526316
"PW",27.231437,74.461722,"Rajasthan","PIRWA",341318,3,16.1071428571429,0.892857142857143
"PWL",28.1512643,77.3414273,"Haryana","PALWAL",121102,63,27.5120689655172,-8.51034482758621
"PWS",25.5863804,85.0808059,"Bihar","PHULWARI SHARIF",800014,31,69.3057553956834,8.79496402877698
"PXR",23.0598894,88.5209882,"West Bengal","PALPARA",741222,2,12.5555555555556,0
"PY",11.2538702,77.6287348,"Tamil Nadu","PERUNDURAI",638052,7,16,0.388888888888889
"PYA",14.0213905,79.8756575,"Andhra Pradesh","PEDAPARIYA",524402,7,33.9420289855072,3.01449275362319
"PYD",8.2658109,77.2594632,"Tamil Nadu","PALLIYADI",629169,13,27.9067796610169,3.5
"PYI",28.060599,74.563976,"Rajasthan","PAYLI HALT",331022,5,5.28260869565217,-1.56521739130435
"PYLA",28.286858,77.317765,"Haryana","PIYALA BLOCK HUT",121004,3,54.56,1.2
"PYOL",11.5172069,75.6184818,"Kerala","PAYYOLI",673522,14,32.1666666666667,1.00877192982456
"PYX",13.1320034,79.1373794,"Andhra Pradesh","PEYANAPALLI",517419,10,17.8478260869565,0.923913043478261
"QDN",31.8263455,75.3881712,"Punjab","QADIAN",143516,1,0,0
"QG",33.5886554,75.1580071,"Jammu and Kashmir","QUAZIGUND",192221,18,NA,NA
"QLD",11.4461307,75.693805,"Kerala","QUILANDI",673305,40,33.7826086956522,4.2742474916388
"QLM",15.3333646,74.2437934,"Goa","KULEM",403410,21,13.6224489795918,-3.20408163265306
"QLN",8.8859247,76.5951807,"Kerala","KOLLAM JN",691001,144,21.2567901234568,-7.40123456790123
"QRP",30.7587433,75.8267261,"Punjab","KILA RAIPUR",141201,19,29.2913385826772,-2.82677165354331
"QSR",30.090455,78.128511,"Uttarakhand","KANSRAO",249205,4,47.2105263157895,3.86842105263158
"QTP",29.761622,76.346011,"Haryana","QUATABPUR",136027,9,22.4074074074074,1.71604938271605
"QXR",28.7472121,77.9152549,"Uttar Pradesh","KUCHESAR ROAD",245201,6,159.696428571429,0.142857142857143
"R",21.1797,81.7787,"Chhattisgarh","RAIPUR JN",NA,177,15.4513274336283,-3.89048672566372
"RA",22.6364168,71.356236,"Gujarat","RAMPARDA",363510,6,26.5,0.9
"RAA",30.2129534,77.037916,"Haryana","BARARA",133201,24,50.1826086956522,1.78695652173913
"RAG",25.0324127,85.4165973,"Bihar","RAIGIR",803116,9,24.5119047619048,-0.30952380952381
"RAGM",9.7176017,78.4176368,"Tamil Nadu","RAJAGAMBIRAM",630609,6,15.8545454545455,4.12727272727273
"RAH",23.6181024,85.5179172,"Jharkhand","RAMGARH",829122,6,105.036363636364,1.21818181818182
"RAHA",26.2327622,92.5278425,"Assam","RAHA",782103,6,10.5849056603774,2.92452830188679
"RAI",27.181352,77.820419,"Uttar Pradesh","RAIBHA",283105,12,74.7572815533981,4.90291262135922
"RAIR",21.0463306,84.3330872,"Odisha","RAIKAKHOL",768106,29,37.4666666666667,9.05333333333333
"RAJ",21.8776517,73.5038478,"Gujarat","RAJPIPLA",393145,2,-8.21428571428571,-9.5
"RAJP",27.8990335,80.7913235,"Uttar Pradesh","RAJAPUR ROAD",262702,10,74.3478260869565,8.04347826086956
"RAK",27.526399,80.591532,"Uttar Pradesh","RAMKOT",261001,2,24.3333333333333,17.8
"RAKL",26.383979,78.226637,"Madhya Pradesh","RETHORAKALAN",476444,6,17.6428571428571,3.96428571428571
"RAL",16.0193083,80.8288691,"Andhra Pradesh","REPALLE",522265,6,0.653061224489796,-7.18367346938776
"RAM",13.0980701,79.1793664,"Andhra Pradesh","RAMAPURAM",517132,10,16.5,3.06521739130435
"RAMA",25.8908138,80.8530825,"Uttar Pradesh","RAMVA",212645,NA,NA,NA
"RAMR",23.2732316,87.9278464,"West Bengal","RAMAIPUR",713104,8,71.08,3.74666666666667
"RANI",25.375528,73.2673136,"Rajasthan","RANI",NA,28,35.8698630136986,3.73972602739726
"RASP",11.4534995,78.1787091,"Tamil Nadu","RASIPURAM",637408,10,12.2307692307692,4.66666666666667
"RAY",23.6791293,85.0601233,"Jharkhand","RAY",829209,15,65.2201834862385,1.90825688073395
"RBA",19.5385186,85.0945168,"Odisha","RAMBHA",761028,6,46.219512195122,1.60975609756098
"RBCS",16.8363978,82.0414799,"Andhra Pradesh","RAMACHANDRAPURAM",533255,NA,NA,NA
"RBD",26.998111,80.603809,"Uttar Pradesh","RAHIMABAD",226103,14,140.47,2.16
"RBG",16.4843874,74.8075766,"Karnataka","RAYBAG",591317,18,19.4354838709677,-0.198924731182796
"RBGJ",24.683287,83.0778408,"Uttar Pradesh","ROBERTS GANJ",231216,16,47.2738095238095,-1.53571428571429
"RBH",23.4757644,87.3912406,"West Bengal","RAJBANDH",713212,24,8.90948275862069,0.206896551724138
"RBJ",27.9709709,81.4721954,"Uttar Pradesh","RAIBOJHA",271865,7,44.5128205128205,3.79487179487179
"RBK",28.314387,79.117795,"Uttar Pradesh","REOTI B KHERA",243301,12,85.9108910891089,3.04950495049505
"RBL",26.2324215,81.2393199,"Uttar Pradesh","RAE BARELI JN",229001,79,102.145922746781,0.160944206008584
"RBR",22.125864,70.8014036,"Gujarat","RIBADA",360311,6,9.1,-4.53333333333333
"RBS",26.989821,77.5905522,"Rajasthan","RUPBAS",321404,12,56.6021505376344,1.12903225806452
"RBZ",25.9772827,85.8653358,"Bihar","RAMBHADDARPUR",848301,14,48.4947368421053,2.51578947368421
"RC",16.193513,77.3394418,"Karnataka","RAICHUR",584101,72,41.7449275362319,9.24347826086957
"RCA",16.545924,79.551941,"Andhra Pradesh","RENTACHINTALA",522421,6,14.0943396226415,0.188679245283019
"RCF",31.3267652,75.3426772,"Punjab","RAIL COACH FACTORY",144620,2,33.4210526315789,0.175438596491228
"RCG",13.7144896,79.6296825,"Andhra Pradesh","RACHAGUNNARI",517641,6,26.8392857142857,0.517857142857143
"RCGT",23.659131,84.586836,"Jharkhand","RICHUGHUTU",829203,8,110.145454545455,2.56363636363636
"RCJ",23.1616121,76.0724591,"Madhya Pradesh","RANAYALA JASNIA",455001,6,35.0277777777778,6.47222222222222
"RCP",19.9904621,83.3470729,"Odisha","RAMACHANDRAPUR",766110,8,39.8666666666667,6.68
"RCR",31.997037,74.985478,"Punjab","RATAR CHATTAR",143604,8,0,0
"RCRA",26.9958696,83.2689588,"Uttar Pradesh","RAMCHAURA",273158,15,41.6783216783217,1.86713286713287
"RCTC",20.3518697,86.1498231,"Odisha","RAGHUNATHPUR HALT",754102,6,16.6410256410256,2.35897435897436
"RD",26.0977335,85.3843271,"Bihar","RAM DAYALU NAGR",842002,6,53.4736842105263,6.26315789473684
"RDD",23.997131,73.7480615,"Rajasthan","RIKHABDEV ROAD",313903,2,28.0555555555556,6.16666666666667
"RDDE",28.9039139,77.0588749,"Haryana","RATHDHANA",131001,24,19.6308411214953,0.537383177570093
"RDE",28.0678649,77.3511961,"Haryana","RUNDHI",121105,16,40.7814569536424,8.17218543046358
"RDF",23.5973838,86.0887759,"Jharkhand","RADHAGAON",827010,12,10.552380952381,0.4
"RDG",14.7056562,76.8570514,"Andhra Pradesh","RAYADRUG",515865,4,-14.6666666666667,-29.8611111111111
"RDHP",23.8472661,71.5863042,"Gujarat","RADHANPUR",385340,8,77.7674418604651,4.58139534883721
"RDI",19.5804332,73.3939862,"Maharashtra","KARDI",421601,9,27.4246575342466,1.46575342465753
"RDL",26.7626333,81.7546776,"Uttar Pradesh","RUDAULI",224120,32,126.290640394089,2.33497536945813
"RDM",18.7638647,79.4348739,"Telangana","RAMGUNDAM",505208,78,45.5284280936455,3.67224080267559
"RDP",25.6432771,88.447908,"West Bengal","RADHIKAPUR",733129,8,0.349206349206349,-3.57142857142857
"RDRA",27.006771,71.9302233,"Rajasthan","RAMDEVRA",345023,14,35.6184210526316,6.18421052631579
"RDS",31.9632544,74.9269697,"Punjab","RAMDAS",143603,8,0,0
"RDT",24.9335916,75.9582764,"Rajasthan","RAVTHA ROAD",325003,11,27.1775700934579,-0.457943925233645
"RDU",22.3567763,87.6129471,"West Bengal","RADHAMOHANPUR",721160,8,16.578125,-0.1875
"RDUM",26.5625047,85.5333066,"Bihar","RAMPUR DUMRA",843316,23,59.2487804878049,-5.93170731707317
"RDV",26.0904544,81.1178648,"Uttar Pradesh","RADHA BALAMPUR",229125,6,13.1186440677966,1.86440677966102
"RE",28.2032765,76.610583,"Haryana","REWARI",123110,122,23.6157760814249,-9.26590330788804
"RECH",19.1407082,79.4516364,"Telangana","RECHNI ROAD",504272,8,48.0138888888889,4.23611111111111
"REG",17.505256,82.7906695,"Andhra Pradesh","REGUPALEM",531055,8,64.5833333333333,5.84722222222222
"REI",23.9046481,80.1406637,"Madhya Pradesh","RITHI",483990,9,44,3.62352941176471
"REJ",23.8549076,88.2583617,"West Bengal","REJINAGAR",742163,28,20.2426778242678,0.267782426778243
"REM",16.4418516,80.0505235,"Andhra Pradesh","REDDIGUDEM",522412,6,44.0877192982456,8.89473684210526
"REN",26.7890998,74.0752208,"Rajasthan","REN",341514,11,35.9213483146067,2.8876404494382
"RENH",25.9796299,77.8341747,"Madhya Pradesh","RENHAT",475330,4,57.3636363636364,8.57575757575758
"RES",26.9312929,81.2536902,"Uttar Pradesh","RASAULI",225001,6,179.666666666667,7.75438596491228
"RET",22.863048,74.21057,"Gujarat","RENTIA",389151,8,27.5694444444444,4.09722222222222
"REWA",24.5379034,81.2511949,"Madhya Pradesh","REWA",486001,18,4.29807692307692,-8.03846153846154
"RF",22.769793,70.899813,"Gujarat","RAFALESHWAR",363642,NA,NA,NA
"RFJ",24.8195159,84.6346361,"Bihar","RAFIGANJ",824125,28,66.0114942528736,1.43103448275862
"RFR",27.0021362,81.296226,"Uttar Pradesh","RAFINAGAR",225203,4,48.2631578947368,0.578947368421053
"RG",28.2362336,78.3541811,"Uttar Pradesh","RAJGHAT NARORA",203393,10,90.8,1.78823529411765
"RGA",22.3243435,87.8665924,"West Bengal","RAJGODA",721627,4,4.55555555555556,-0.0277777777777778
"RGB",28.2981225,79.3750995,"Uttar Pradesh","RAMGANGA",243004,14,70.6611570247934,34.6611570247934
"RGD",25.0324127,85.4165973,"Bihar","RAJGIR",803116,14,47.9206349206349,-6.76984126984127
"RGDA",19.1758132,83.4106497,"Odisha","RAYAGADA",765001,55,17.2993197278912,-11.7482993197279
"RGG",24.4628665,77.1605184,"Madhya Pradesh","RADOGARH",473111,2,29.9,0
"RGH",26.87393,84.797517,"Bihar","RAMGARHWA",845433,10,182.814814814815,95.8148148148148
"RGI",13.9467354,76.1261878,"Karnataka","RAMGIRI",577539,10,33.5555555555556,1.31746031746032
"RGJ",25.6189135,88.1289862,"West Bengal","RAIGANJ",733134,10,22.2179487179487,0.5
"RGJI",25.9672326,90.9356993,"Assam","RANGJULI",783134,6,8.26923076923077,-1.36538461538462
"RGL",21.6370239,84.0425468,"Odisha","RENGALI",768212,23,29.1685393258427,5.35393258426966
"RGLI",25.1330905,79.8898584,"Madhya Pradesh","RANGAULI",471510,4,0.882352941176471,0
"RGM",15.4066287,78.0593365,"Andhra Pradesh","RANGAPURAM",518598,10,57.4597701149425,3.45977011494253
"RGNH",29.307758,73.647732,"Rajasthan","RAGHUNATHGARH",335704,8,4.0625,0.075
"RGO",19.955827,74.7575718,"Maharashtra","ROTEGAON",423701,27,21.2265193370166,0.917127071823204
"RGP",17.7562683,79.2551136,"Telangana","RAGHUNATHPALLI",506244,10,30.3578947368421,6.01052631578947
"RGPM",18.680972,79.4111313,"Telangana","RAGHAVAPURAM",505172,8,51.7432432432432,1.05405405405405
"RGQ",18.9394209,73.1971409,"Maharashtra","RAIGADH ROAD",410221,2,9.55555555555556,2.66666666666667
"RGS",27.373225,75.5634499,"Rajasthan","RINGAS JN",332404,27,18.2216748768473,-1.24630541871921
"RGT",21.7646309,87.1551248,"Odisha","RAJGHAT HALT",756032,14,21.5445544554455,1.2970297029703
"RGU",25.6861506,80.1287299,"Uttar Pradesh","RAGAUL",210507,8,42.9512195121951,5.31707317073171
"RGX",22.3536629,87.797606,"West Bengal","RAGHUNATHBARI",721634,4,4.55555555555556,1.27777777777778
"RHA",23.1736968,88.5682336,"West Bengal","RANAGHAT JN",741201,32,8.71481481481482,-0.711111111111111
"RHE",22.6745207,86.3542718,"Jharkhand","RAKHA MINES",832102,21,9.54314720812183,4.43654822335025
"RHG",27.242112,76.606518,"Rajasthan","RAJGARH",301408,23,80.9545454545455,4.4025974025974
"RHI",25.6871392,72.5544968,"Rajasthan","RAKHI",344044,NA,NA,NA
"RHMA",20.2983813,86.404928,"Odisha","RAHAMA",754140,8,15.1190476190476,1.78571428571429
"RHN",29.0311638,78.8827588,"Uttar Pradesh","ROSHANPUR",244402,17,47.9926470588235,0.801470588235294
"RHR",24.1549351,84.0154976,"Jharkhand","RAJHURA",822124,12,70.2553191489362,-1
"RHW",30.6375336,75.842185,"Punjab","RHRA GHALUGHRA",148021,9,28.9166666666667,0.619047619047619
"RIG",21.8913276,83.3905936,"Chhattisgarh","RAIGARH",496001,53,26.6407766990291,5.46925566343042
"RIGA",26.642929,85.4285652,"Bihar","RIGA",843327,NA,NA,NA
"RIKA",24.5961951,77.6597868,"Madhya Pradesh","RATIKHEDA",473331,14,39.9248120300752,2.85714285714286
"RIKD",25.294584,86.561586,"Bihar","RISHIKUND",811211,8,29.0416666666667,-5.94444444444444
"RIM",20.9700738,81.868235,"Chhattisgarh","RAJIM",493881,6,NA,NA
"RIS",22.7262301,88.3435141,"West Bengal","RISHRA",712248,2,4.9375,0
"RJ",26.9564002,83.2861393,"Uttar Pradesh","RAWAT GANJ",273165,15,41.6783216783217,1.98601398601399
"RJA",26.4007106,86.1532368,"Bihar","RAJANAGAR",847236,18,63.4630872483221,0.624161073825503
"RJAK",24.9038761,79.8774505,"Madhya Pradesh","RAJNAGAR",471625,4,0.3125,0
"RJAP",16.8593067,78.1631917,"Telangana","RAJAPUR",509301,6,66.2777777777778,1.03703703703704
"RJB",23.7503994,86.0805523,"Jharkhand","RAJABERA",828403,8,9.69565217391304,1.17391304347826
"RJD",21.7701967,73.2231338,"Gujarat","RAJ PARDI",393115,2,1.38461538461538,0
"RJG",24.5451616,87.8680623,"West Bengal","RAJGRAM",731222,26,50.6153846153846,0.660633484162896
"RJGR",20.5760339,85.7416123,"Odisha","RAJ ATHGARH",754029,6,19.2777777777778,2.12962962962963
"RJI",25.4983882,83.1310987,"Uttar Pradesh","RAJAWARI",221116,14,91.0375939849624,21.8947368421053
"RJK",28.6286487,78.7797628,"Uttar Pradesh","RAJA KA SAHASPR",202415,23,92.359756097561,1.06707317073171
"RJL",25.054091,87.83409,"Jharkhand","RAJMAHAL",816108,16,-0.60377358490566,-0.60377358490566
"RJLK",22.153033,86.617132,"Odisha","RAJALUKAH",757086,NA,NA,NA
"RJMP",25.8933631,83.789046,"Uttar Pradesh","RAJMALPUR ROAD",221712,6,65.8,3.55
"RJN",21.1016893,81.0390405,"Chhattisgarh","RAJ NANDGAON",491441,72,22.6226851851852,2.03935185185185
"RJO",25.3870682,86.0106187,"Bihar","RAJENDRA PUL",851126,8,77.8939393939394,-0.636363636363636
"RJP",14.1865609,79.1512375,"Andhra Pradesh","RAZAMPETA",516115,37,29.7546296296296,1.33333333333333
"RJPB",22.6680647,75.8279375,"Madhya Pradesh","RAJENDRANAGAR T",452012,99,55.5044378698225,8.45266272189349
"RJPM",9.4522791,77.5606012,"Tamil Nadu","RAJAPALAYAM",626117,8,15.8157894736842,1.36842105263158
"RJR",28.0336145,74.477917,"Rajasthan","RAJALDESAR",331802,13,13.6292134831461,2.03370786516854
"RJS",29.0674667,73.8424923,"Rajasthan","RAJIYASAR",335804,6,14.8448275862069,0.344827586206897
"RJT",22.3117482,70.8027354,"Gujarat","RAJKOT JN",360001,90,12.763925729443,-1.56763925729443
"RJU",21.0466093,71.456188,"Gujarat","RAJULA CITY",365560,2,-1,0.1
"RJW",18.3843675,74.1556957,"Maharashtra","RAJEVADI",412104,4,37.7222222222222,4
"RJY",16.9844745,81.784512,"Andhra Pradesh","RAJAMUNDRY",533101,179,35.2162883845127,1.37650200267023
"RK",29.8520617,77.8751367,"Uttarakhand","ROORKEE",247667,88,58.6709956709957,9.18398268398268
"RKB",26.2912583,73.0402677,"Rajasthan","RAIKA BAGH",342006,31,19.6113744075829,-3.12796208530806
"RKD",16.7260881,74.3597096,"Maharashtra","RUKADI",416118,19,7.43790849673203,-0.228758169934641
"RKH",23.2538557,72.8989454,"Gujarat","RAKHIYAL",382315,10,11.9325842696629,0
"RKI",23.5797848,86.7622733,"West Bengal","RAMKANALI JN",723142,26,11.5873015873016,-0.444444444444444
"RKJE",23.726152,86.491112,"Jharkhand","RAKHITPUR",828108,8,3.77027027027027,0.0135135135135135
"RKK",29.901147,74.970309,"Punjab","RATANGRH KNKWAL",151301,8,25.96,1.30666666666667
"RKL",26.90729,83.8394303,"Uttar Pradesh","RAMKOLA",274305,6,54.0232558139535,-0.232558139534884
"RKM",27.1953427,77.9982889,"Uttar Pradesh","RAJA KI MANDI",282002,62,68.7708333333333,11.96875
"RKN",27.6595172,78.2586944,"Uttar Pradesh","RATI KA NAGLA",204215,6,15.0862068965517,-0.706896551724138
"RKO",13.0386984,80.2254492,"Tamil Nadu","RMKRSHNAPRM GTE",600033,8,34.9253731343284,0
"RKS",26.0005687,83.0986987,"Uttar Pradesh","SARAI RANI",276207,6,39.9137931034483,0.551724137931034
"RKSH",30.1077048,78.2879871,"Uttarakhand","RISHIKESH",249201,12,18.5483870967742,-2.55913978494624
"RKSN",22.7341018,85.8116618,"Jharkhand","RAJKHARSAWAN JN",833101,27,27.1743119266055,0.220183486238532
"RKX",29.0560234,76.6693086,"Haryana","RUKHI",131301,5,9.10526315789474,0
"RKY",22.1765264,70.8141804,"Gujarat","KOTHARIYA",360024,4,9.925,1.65
"RKZ",25.7506581,73.5236136,"Rajasthan","RAJKIAWAS",306001,4,16.6756756756757,1.32432432432432
"RLA",21.1038192,71.4790732,"Gujarat","RAJULA JN",365560,8,4.9344262295082,-0.0655737704918033
"RLG",16.7101542,81.6444549,"Andhra Pradesh","RELANGI",534225,2,60,0.277777777777778
"RLK",23.5106145,75.4854927,"Madhya Pradesh","ROHAL KHURD",456440,4,16.9736842105263,-2.52631578947368
"RLL",14.8144053,78.1363154,"Andhra Pradesh","REGADIPALLI",516474,2,83.3888888888889,5
"RLO",15.0553174,77.82011,"Andhra Pradesh","RAYALCHERUVU",515455,6,42.7872340425532,4.76595744680851
"RLP",15.4345787,75.8009146,"Karnataka","HARLAPUR",582115,2,53.3333333333333,4.5
"RLR",25.6988449,74.6217585,"Rajasthan","RAILA ROAD",311030,2,17.5,0.85
"RLS",30.5113227,74.8502105,"Punjab","RMNA ALBEL SNGH",151202,10,18.195652173913,1.94565217391304
"RLX",14.4390489,77.8784565,"Andhra Pradesh","RAMANUJAMPALLI",515672,2,20.1111111111111,0.888888888888889
"RM",20.6413487,74.9425721,"Maharashtra","RAJMANE",424106,8,1.69090909090909,0
"RMA",24.644207,75.9397012,"Rajasthan","RAMGANJ MANDI",326519,56,33.0964285714286,0.375
"RMB",28.5299765,75.6457661,"Rajasthan","RAMPURA BERI",331301,6,23.7586206896552,0.568965517241379
"RMC",25.6086172,85.147734,"Bihar","RAM CHAURA ROAD",800003,9,87.1486486486486,0.256756756756757
"RMD",9.3586933,78.8370256,"Tamil Nadu","RAMANATHAPURAM",623501,23,17.7952755905512,2.56692913385827
"RMF",24.2398623,83.6059517,"Jharkhand","RAMNA",822128,5,55.4523809523809,-2.11904761904762
"RMGJ",26.111251,82.0310766,"Uttar Pradesh","RAMGANJ",228159,4,32.1315789473684,-0.315789473684211
"RMGM",12.7210374,77.2835934,"Karnataka","RAMANAGARAM",562159,33,18.9466192170818,0.220640569395018
"RMH",29.392048,73.960085,"Rajasthan","RANGMAHAL",335803,7,8.39655172413793,-0.810344827586207
"RMJ",22.5893741,88.2968187,"West Bengal","RAMRAJATALA",711104,2,10.7272727272727,4.09090909090909
"RMJK",21.6350084,72.990647,"Gujarat","RAM NAGAR",393001,4,65.7297297297297,-0.810810810810811
"RML",18.548306,83.263981,"Andhra Pradesh","ROMPALLE",535591,NA,NA,NA
"RMM",9.2813314,79.3062391,"Tamil Nadu","RAMESWARAM",623526,23,-7.30952380952381,-22.484126984127
"RMN",29.9600749,74.962045,"Punjab","RAMAN",151301,10,26.9473684210526,1.43157894736842
"RMNP",17.2715949,79.0885833,"Telangana","RAMANNAPET",508113,9,38.8977272727273,7.96590909090909
"RMNR",26.7441636,81.1555982,"Uttar Pradesh","RAHMATNAGAR",226501,6,81.7543859649123,2.54385964912281
"RMP",17.6126028,74.1725297,"Maharashtra","RAHIMATPUR",415501,9,22.6451612903226,3.51612903225806
"RMPB",22.878836,88.7615,"West Bengal","RAMPUR BAZAR",743252,4,12,0
"RMPH",26.215288,77.3391277,"Madhya Pradesh","RAMPAHARI",476229,4,NA,NA
"RMPR",25.1715433,86.1404514,"Bihar","RAMPUR  HALT",811310,12,37.3059701492537,17.544776119403
