"code","lat","lng","state","fullname","Pin_code","stops","DelayOverall","DelayDiscreate"
"JNE",25.827099,72.3363854,"Rajasthan","JANIYANA",344022,2,17.7222222222222,0.388888888888889
"JNH",25.55015,82.310125,"Uttar Pradesh","JANGHAI JN",222165,48,116.750915750916,2.93040293040293
"JNK",22.4203219,85.7711542,"Jharkhand","JHINKPANI",833215,4,20.5526315789474,-0.131578947368421
"JNKR",25.8822233,87.1196924,"Bihar","JANAKINAGAR",854102,4,NA,NA
"JNL",31.589372,75.056886,"Punjab","JANDIALA",143149,18,46.9477611940299,10.4626865671642
"JNN",23.7548111,86.1922234,"Jharkhand","JANUNIATNA",828307,4,11.2903225806452,3.12903225806452
"JNO",22.1912098,78.5922432,"Madhya Pradesh","JUNNOR DEO",480551,12,31.7831325301205,1.87951807228916
"JNP",19.3310533,84.8683571,"Odisha","JAGAN NATHAPUR",760007,2,56.8518518518519,1.88888888888889
"JNR",26.4689553,85.7007007,"Bihar","JANAKPUR ROAD",843320,10,28.8095238095238,2.95238095238095
"JNRD",21.7172614,70.5754446,"Gujarat","JUNAGARH ROAD",360360,6,4.21276595744681,-2.08510638297872
"JNRI",25.292101,75.38543,"Rajasthan","JALANDARI",311602,2,26.75,0.5625
"JNT",31.7726431,75.1021766,"Punjab","JAINTIPURA",143504,13,24.755905511811,1.47244094488189
"JNTR",18.3208215,74.8789394,"Maharashtra","JINTI ROAD",413203,4,78.2894736842105,8.78947368421053
"JNU",25.7614209,82.6992568,"Uttar Pradesh","JAUNPUR JN",222001,55,76.0029850746269,7.86865671641791
"JNX",25.270685,72.627897,"Rajasthan","JAGNATHJI ROAD",343025,NA,NA,NA
"JNZ",24.3276576,72.0382055,"Gujarat","JENAL",385535,NA,NA,NA
"JO",23.7399827,73.453585,"Rajasthan","JO JAGABOR",314801,2,14,0.0555555555555556
"JOA",18.5595702,76.7551589,"Maharashtra","JANWAL",413529,10,39.1931818181818,-0.0340909090909091
"JOB",26.9002881,75.4240937,"Rajasthan","ASALPUR JOBNER",303338,25,27.4308510638298,4.34574468085106
"JOBA",24.0911498,81.7038216,"Madhya Pradesh","JOBA",486666,4,145.210526315789,9.78947368421053
"JOC",23.5171521,86.6811533,"West Bengal","JOYCHANDI PAHAR",723121,43,19.2779456193353,0.722054380664653
"JOH",28.1957801,74.8405355,"Rajasthan","JUHARPURA",331031,6,10.6545454545455,0.0545454545454545
"JOK",29.492685,75.218644,"Haryana","JODHKA",125055,6,19.7142857142857,1.73214285714286
"JOL",21.6957823,86.8827494,"Odisha","JOGAL",757052,2,7,0
"JOM",26.6982049,73.819117,"Rajasthan","JOGI MAGRA",342902,6,34.271186440678,7.91525423728814
"JON",23.3588862,85.6094546,"Jharkhand","JONHA",835101,5,7.82608695652174,2.52173913043478
"JOP",25.7339678,82.6666723,"Uttar Pradesh","JAUNPUR CITY",222001,30,115.575757575758,11.5454545454545
"JOQ",26.4550313,89.8039565,"West Bengal","JORAI",736206,4,32.3030303030303,0.272727272727273
"JOR",25.354362,72.6341042,"Rajasthan","JALOR",343001,8,28.4545454545455,11.5909090909091
"JP",26.9197822,75.7878962,"Rajasthan","JAIPUR",302008,188,29.0522613065327,-4.12964824120603
"JPE",26.5199925,88.7229145,"West Bengal","JALPAIGURI ROAD",735101,22,63.158940397351,3
"JPG",26.5186267,88.7239855,"West Bengal","JALPAIGURI",735101,10,8.24,0.28
"JPH",23.3536205,86.9048433,"West Bengal","JHANTIPAHARI",722137,28,15.2377049180328,1.40573770491803
"JPI",19.0279956,84.612889,"Andhra Pradesh","JHADUPUDI",761006,2,51.5185185185185,2.18518518518519
"JPL",24.5385684,84.0030467,"Jharkhand","JAPLA",822116,19,66.14,1.6
"JPM",10.8732383,78.6061263,"Tamil Nadu","JIYAPURAM",639101,4,15.2631578947368,0.105263157894737
"JPO",26.3446575,77.8021932,"Madhya Pradesh","JORA ALAPUR",476221,6,NA,NA
"JPP",27.0620112,79.8735023,"Uttar Pradesh","JLALPR PANWARA",209727,8,26.5324675324675,1.87012987012987
"JPR",22.3622357,87.3898754,"West Bengal","JAKPUR",721301,3,24.4,2.8
"JPS",29.6997307,75.8569372,"Haryana","JMLPR SHAIKHAN",125120,12,20.8727272727273,1.18181818181818
"JPZ",26.2404094,90.5752488,"Assam","JOGIGHOPA",783382,8,6.71428571428571,0.257142857142857
"JRA",22.3092273,85.1138413,"Jharkhand","JARAIKELA",770036,4,85.4814814814815,0.481481481481481
"JRC",31.3074097,75.6312045,"Punjab","JALANDHAR CANT",144005,119,73.5165217391304,-0.373913043478261
"JRG",28.594716,77.1537446,"Delhi","JUGPURA P.H.",NA,2,7,0
"JRJ",28.578737,78.771658,"Uttar Pradesh","JARGAON",244415,10,129.347826086957,0.753623188405797
"JRKN",29.6624548,74.2854658,"Rajasthan","JORKIAN",335512,2,1.68421052631579,0
"JRKT",16.282288,75.837557,"Karnataka","JADRAMA KUNTI",587207,3,20.7391304347826,0
"JRL",28.5067172,76.3738124,"Haryana","JHARILI",124106,16,35.5290322580645,-0.0774193548387097
"JRLE",24.4576688,88.0415215,"West Bengal","JANGIPUR ROAD",742225,26,28.3004115226337,5.47736625514403
"JRLI",21.9526385,85.4192162,"Odisha","JAROLI",758034,2,12.65,-23.45
"JRMG",22.0343519,82.2963524,"Chhattisgarh","JAIRAMNAGAR",495006,25,23.3317757009346,0.785046728971963
"JRO",24.6078034,78.3610227,"Uttar Pradesh","JIRON",284403,4,116.763157894737,7.42105263157895
"JRPD",20.8850467,84.887495,"Odisha","JARAPADA",759127,4,33.2051282051282,7.8974358974359
"JRQ",24.1795363,83.1642562,"Uttar Pradesh","JHAROKHAS",231208,4,68.6486486486486,4.18918918918919
"JRR",26.8817226,81.0883069,"Uttar Pradesh","JUGAUR",226010,20,99.1368421052632,5.66315789473684
"JRS",20.7269675,72.9582193,"Gujarat","JORAVASAN",396385,14,13.5859375,0.9921875
"JRT",18.8908121,82.6655102,"Odisha","JARTI",764006,2,66.0833333333333,8.16666666666667
"JRU",14.1237681,76.1398931,"Karnataka","CHIKJAJUR JN",577523,30,11.915611814346,-7.28270042194093
"JRV",21.816809,73.356641,"Gujarat","JUNA RAJUVADIYA",393140,2,1.38461538461538,0
"JRW",24.203141,86.705884,"Jharkhand","JORAMOW",815353,11,49.1616161616162,-2.36363636363636
"JRWN",21.682103,76.500774,"Madhya Pradesh","JIRWAN",450881,8,20.3246753246753,0.480519480519481
"JRX",26.4400136,92.6537294,"Assam","JURIAGAON",782124,2,8.44444444444444,0
"JRZ",20.6231214,85.640337,"Odisha","JORANDA ROAD",759027,6,20.537037037037,1.53703703703704
"JSA",25.721596,71.230544,"Rajasthan","JASAI",344001,2,3.95,3.05
"JSB",25.9023791,80.2268595,"Uttar Pradesh","YAMUNA SOUTH BK",210502,4,46.1764705882353,3.05882352941176
"JSC",27.4601439,78.3058907,"Uttar Pradesh","JALESAR CITY",207302,5,0,0
"JSD",25.7559284,70.3594108,"Rajasthan","JAISINGDER",344501,2,1.6,0
"JSG",21.8627289,84.017899,"Odisha","JHARSUGUDA JN",768201,107,12.9362101313321,-12.780487804878
"JSGR",21.8533551,84.0134749,"Odisha","JHARSUGUDA ROAD",768201,8,38.6575342465753,9.17808219178082
"JSH",27.6683305,74.4431857,"Rajasthan","JASWANTGARH",341306,3,13.9285714285714,1.5
"JSI",24.168305,71.908942,"Gujarat","JASALI",385530,2,22.6,1.45
"JSKA",28.37267,76.799601,"Haryana","JATAULA SAMPHKA",122504,9,57.8552631578947,0.157894736842105
"JSL",30.800117,75.832227,"Punjab","JASSOWAL",141116,10,26.436170212766,2.04255319148936
"JSM",26.9170902,70.9283017,"Rajasthan","JAISALMER",345001,14,5.30864197530864,-8
"JSME",24.5147788,86.6442623,"Jharkhand","JASIDIH JN",814142,156,45.9204819277108,4.9144578313253
"JSP",16.7911912,74.5516508,"Maharashtra","JAYASINGPUR",416101,19,8.33986928104575,2.37254901960784
"JSPR",21.841945,69.874029,"Gujarat","JASHAPAR",360531,6,13,1.79661016949153
"JSR",25.2806852,81.7751134,"Uttar Pradesh","JASRA",212107,7,33.5531914893617,0.319148936170213
"JSRD",20.2905574,86.3048494,"Odisha","JHANKAD SARALA ROAD",754136,4,15.0810810810811,0.297297297297297
"JSS",29.0184664,76.654792,"Haryana","JASIA",124001,6,12.7234042553191,0
"JSV",17.7506523,74.0772853,"Maharashtra","JARANDESHWAR",415010,7,25.9285714285714,0.833333333333333
"JTB",26.7718138,83.2781455,"Uttar Pradesh","JAGATBELA",273015,9,33.6352941176471,-1.16470588235294
"JTDM",25.473349,85.095025,"Bihar","JATDUMRI HALT",804453,13,17.4094488188976,0.362204724409449
"JTH",30.800537,74.48657,"Punjab","JHOKTAHAL SING",152002,2,11.2,-3.2
"JTI",23.0447672,81.7968993,"Madhya Pradesh","JAITHARI",484330,10,41.1666666666667,1.92857142857143
"JTIN",19.1652915,72.8487223,"Maharashtra","JTIN",NA,2,203.5,126.444444444444
"JTJ",12.535255,78.568125,"Tamil Nadu","JOLARPETTAI",635853,150,14.5955223880597,-12.910447761194
"JTK",25.6251729,88.0631794,"West Bengal","JHITKIA",733134,6,24.0208333333333,1.20833333333333
"JTL",23.3671489,87.7497764,"West Bengal","JHAPATER DHAL",713141,19,27.6279069767442,2.59883720930233
"JTN",23.464525,72.299703,"Gujarat","JOTANA",384421,4,3.6,-0.75
"JTO",31.1011635,77.122494,"Himachal Pradesh","JUTOGH",171008,6,29.4444444444444,-0.666666666666667
"JTR",21.1790896,80.8215451,"Chhattisgarh","JATKANHAR",491445,17,21.0774647887324,-3.22535211267606
"JTRD",27.6134789,75.1473936,"Rajasthan","JATH ROAD",332001,6,9.92982456140351,-2
"JTS",28.3311665,76.5207195,"Haryana","JATUSANA",123412,16,35.5290322580645,-0.380645161290323
"JTT",19.001577,73.302382,"Maharashtra","JUMA PATTI",410101,6,NA,NA
"JTTN",26.7501773,94.2162531,"Assam","JORHAT TOWN",785001,8,1.61904761904762,-7.74603174603175
"JTU",26.6629299,80.6886671,"Uttar Pradesh","JAITIPUR",209859,27,81.2459677419355,0.806451612903226
"JTV",21.3530754,70.824765,"Gujarat","JETALVAD",362130,2,0.411764705882353,0
"JTW",24.7401391,80.8635511,"Madhya Pradesh","JAITWAR",485221,19,49.6168831168831,1.07142857142857
"JTY",24.31494,72.517045,"Gujarat","JETHI",385135,4,38.3947368421053,-1.76315789473684
"JU",26.2836074,73.0230289,"Rajasthan","JODHPUR JN",342001,85,16.1397849462366,-5.97634408602151
"JUA",25.5566367,82.399537,"Uttar Pradesh","JARAUNA",222165,4,89.5,3.3
"JUC",31.3311995,75.590758,"Punjab","JALANDHAR CITY",144001,107,59.2641221374046,-5.35114503816794
"JUCT",26.3127577,73.0928902,"Rajasthan","JODHPUR CANTT",342015,2,33.1842105263158,3.94736842105263
"JUD",30.1173215,77.2877016,"Haryana","JAGADHRI",135004,14,NA,NA
"JUDW",30.1680858,77.2969204,"Haryana","JAGADHRI WSHOP",NA,35,55.7901234567901,-0.0648148148148148
"JUH",22.605324,77.757148,"Madhya Pradesh","JUJHARPUR CABIN",461122,1,NA,NA
"JUJA",21.231438,84.136478,"Odisha","JUJOMURA",768105,4,33.6052631578947,5.21052631578947
"JUK",20.2848063,77.0753306,"Maharashtra","JAULKA",444503,6,23.6415094339623,0.716981132075472
"JUL",23.3263803,72.4718941,"Gujarat","JHULASAN",382705,6,51.0476190476191,1.30952380952381
"JUNX",19.4761006,77.1618533,"Maharashtra","JUNONA HALT",431705,6,30.9433962264151,1.43396226415094
"JUP",28.7657617,75.5137485,"Rajasthan","JHUNPA",331023,2,9.31578947368421,-1.15789473684211
"JUR",14.9784819,77.897729,"Andhra Pradesh","JUTTURU",515408,2,82.3333333333333,-0.444444444444444
"JVA",17.299185,75.1583231,"Maharashtra","JAVALE",413309,4,11.3783783783784,0
"JVL",20.9708921,70.7720375,"Gujarat","JAMWALA",362530,4,0,0
"JVN",22.7128818,71.6410274,"Gujarat","JORAWARNAGAR JN",363020,25,7.40689655172414,-0.372413793103448
"JVT",24.0707006,88.1886957,"West Bengal","JIBANTI",742187,20,15.5384615384615,2.25824175824176
"JW",26.869466,76.217158,"Rajasthan","JATWARA",303305,4,42.6052631578947,-1.07894736842105
"JWB",25.1143379,73.1474233,"Rajasthan","JAWAI BANDH",306126,20,39.8029197080292,3.05839416058394
"JWK",27.522261,78.583851,"Uttar Pradesh","JWHRPUR KAMSAN",207001,4,0,0
"JWL",26.3676765,73.2223037,"Rajasthan","JAJIWAL",342027,8,32.2727272727273,2.2987012987013
"JWLS",32.1424605,76.0040557,"Himachal Pradesh","JAWANWALA SHAHR",176023,14,22.8110236220472,1.58267716535433
"JWN",30.656434,74.339949,"Punjab","JIWA ARAIN",152024,2,10.25,0.65
"JWO",24.5578075,74.7649775,"Rajasthan","JAWAD ROAD",458468,10,16.9325842696629,-0.51685393258427
"JWP",29.9284211,78.1209861,"Uttarakhand","JWALAPUR",249407,19,51.9691358024691,5.40740740740741
"JWS",26.195218,74.705002,"Rajasthan","JHARWASAA",305621,2,20.95,4.55
"JXN",19.408298,77.950297,"Maharashtra","JIRONA",431802,4,22.4324324324324,1.64864864864865
"JYG",22.1699404,88.4158548,"West Bengal","JAYNAGAR",743395,29,30.9395604395604,-16.8461538461538
"JYM",24.2212496,73.8688291,"Rajasthan","JAI SAMAND ROAD",313905,4,21.2631578947368,1.21052631578947
"JYP",18.8952718,82.5549347,"Odisha","JEYPORE",764002,8,40.8695652173913,6.58695652173913
"KAA",27.0287935,78.6647352,"Uttar Pradesh","KAURARA",283151,8,75.1645569620253,7.9620253164557
"KAD",18.7548036,73.377593,"Maharashtra","KHANDALA",410301,19,17.9586206896552,1.73793103448276
"KADI",23.2925243,72.3263494,"Gujarat","KADI",382715,4,6.83783783783784,-0.108108108108108
"KADL",24.661962,87.064803,"Jharkhand","KUMRADOL",814153,4,0.472727272727273,0
"KADR",23.881162,73.057194,"Gujarat","KADIYADRA",383440,4,0,0
"KAG",14.3303844,76.0336089,"Karnataka","KODAGANUR",577534,11,27.4536082474227,0.360824742268041
"KAH",23.9660705,78.0901229,"Madhya Pradesh","KALHAR",464240,9,65.9882352941176,2.41176470588235
"KAI",25.8472114,73.1952517,"Rajasthan","KAIRLA",306421,4,21.8918918918919,0.972972972972973
"KAJ",25.6390823,88.3275647,"West Bengal","KALIYANGANJ",733129,10,16.6025641025641,-1.83333333333333
"KAJG",19.9496911,74.9245155,"Maharashtra","KAJG",423703,9,28.5421686746988,1.72289156626506
"KAKN",26.170659,77.203712,"Madhya Pradesh","KAIMARKALAN",476229,4,NA,NA
"KAL",9.972306,78.6677206,"Tamil Nadu","KALLAI",630305,3,17.4285714285714,3.21428571428571
"KALI",28.789484,77.751635,"Uttar Pradesh","KAILI",245206,6,10.5769230769231,2.86538461538462
"KALS",15.0870295,75.3898705,"Karnataka","KALAS HALT",581107,9,22.0506329113924,2.06329113924051
"KAMG",26.4768529,89.7296328,"West Bengal","KAMAKHYAGURI",736202,10,25.953125,3.171875
"KAMP",28.163291,77.855678,"Uttar Pradesh","KAMALPUR",203131,14,39.6571428571429,0.3
"KAN",23.3209886,87.7703373,"West Bengal","KHANA JN",713141,50,12.8407643312102,-2.91295116772824
"KANO",30.9919349,77.1176394,"Himachal Pradesh","KANOH",173215,3,7.55555555555556,0.259259259259259
"KANS",21.253198,70.649879,"Gujarat","KANSIYA NES",362135,2,4.5,0
"KAO",23.7590229,86.6615124,"Jharkhand","KALUBATHAN",828205,14,23.9375,1.23958333333333
"KAOT",20.737132,78.3764058,"Maharashtra","KAOTHA",442302,6,19.5094339622642,-0.264150943396226
"KAP",22.3434346,88.4148265,"West Bengal","KALIANPUR",743610,16,29.9290780141844,0.631205673758865
"KAPE",33.9532202,74.9132958,"Jammu and Kashmir","KAKAPORE",191112,17,NA,NA
"KAPG",19.8969017,85.403055,"Odisha","KALUPARA GHAT",752022,16,32.0892857142857,1.9375
"KAPP",25.236664,86.644912,"Bihar","KHARIAPIPRA HALT",813201,8,39.2575757575758,0.333333333333333
"KAQ",16.4481084,80.6046771,"Andhra Pradesh","KOLANUKONDA",522502,7,50.0476190476191,3.31746031746032
"KAR",27.3200135,80.1982291,"Uttar Pradesh","KARNA",241121,10,152.049382716049,4.34567901234568
"KARD",17.3417381,78.4885192,"Telangana","KAMAN ROAD",500053,12,10.5438596491228,5.5
"KARK",8.6787946,77.5373143,"Tamil Nadu","KARAIKKURICHI",627435,8,13.7333333333333,0.0266666666666667
"KARO",23.836127,86.192755,"Jharkhand","KHARIO",828114,4,18.5135135135135,6.62162162162162
"KARR",30.7262737,76.6362262,"Punjab","KHARAR",140307,NA,NA,NA
"KART",31.1863432,76.5630016,"Punjab","KIRATPUR SAHIB",140115,12,14.4322033898305,0.745762711864407
"KASH",31.202796,75.849995,"Punjab","KULTHAMABDULLASHAH H",144501,2,43.2105263157895,3.73684210526316
"KASR",20.0622099,85.7433718,"Odisha","KANAS ROAD",752015,18,12.837037037037,0.0666666666666667
"KASU",18.6412818,73.0795413,"Maharashtra","KASU",402107,8,27.9054054054054,4.35135135135135
"KAT",29.2737583,77.7369586,"Uttar Pradesh","KHATAULI",251201,26,62.7862595419847,2.85496183206107
"KATB",22.476915,86.932631,"West Bengal","KHATKURA",721505,15,10.5294117647059,0.213235294117647
"KATI",21.7884183,87.7339168,"West Bengal","KANTHI P H",721401,18,2.56818181818182,-1.32954545454545
"KATL",21.2632356,78.5906578,"Maharashtra","KATOL",441302,28,33.1041666666667,2.61111111111111
"KAU",25.633827,88.0247998,"West Bengal","KACHNA",854317,6,23.375,-0.166666666666667
"KAVM",13.2045545,80.3168095,"Tamil Nadu","KATHIVAKKAM",600057,2,11.5,1.1
"KAVR",9.5679971,76.3184971,"Kerala","KALAVUR HALT",688522,8,44.887323943662,1.73239436619718
"KAW",25.5588066,77.6169621,"Madhya Pradesh","KHAJRI",473551,4,56.5757575757576,6.21212121212121
"KAWL",32.279929,75.777242,"Himachal Pradesh","KANDWAL HALT",176201,10,23.3913043478261,3.67391304347826
"KAWR",14.8209152,74.1826202,"Karnataka","KARWAR",581306,56,48.2625,2.1875
"KAWT",27.5962108,75.6797961,"Rajasthan","KANWAT",NA,6,24.15,0.533333333333333
"KAY",11.2392632,76.9583166,"Tamil Nadu","KARAIMADAI",641104,8,3.07042253521127,1.28169014084507
"KAYI",21.795384,80.1092175,"Madhya Pradesh","KAYDI HALT",481331,NA,NA,NA
"KAYR",19.9067086,78.9072973,"Maharashtra","KAYAR",445304,2,0.222222222222222,2.11111111111111
"KB",17.41135,78.460741,"Telangana","KHAIRATABAD",500004,14,NA,NA
"KBA",13.6673243,78.4854075,"Andhra Pradesh","KURABALAKOTA",517319,4,24.75,4.72222222222222
"KBE",26.4100563,82.1121275,"Uttar Pradesh","KUREBHAR",228151,4,26.0789473684211,-2.94736842105263
"KBGH",22.7048744,88.5346663,"West Bengal","KAREA KDMBGACHI",700125,NA,NA,NA
"KBH",21.3049708,74.044379,"Maharashtra","KHANDBAARA",425416,7,24.3469387755102,4.26530612244898
"KBI",15.4633514,74.8294365,"Karnataka","KAMBRGANVI",580007,4,29.1621621621622,0.756756756756757
"KBJ",20.4746374,82.9066185,"Odisha","KANTABANJI",767039,38,63.7719298245614,13.0292397660819
"KBK",25.555996,73.865983,"Rajasthan","KHAMIL GHAT",313331,4,9.02702702702703,-6.08108108108108
"KBKN",29.347352,75.3856213,"Haryana","KHABRA KALAN",NA,6,21.0357142857143,2.23214285714286
"KBL",15.3539192,76.1444974,"Karnataka","KOPPAL",583231,24,29.7218543046358,3.47019867549669
"KBN",26.2009943,80.5031205,"Uttar Pradesh","KARBIGWAN",209402,3,NA,NA
"KBP",27.2230362,78.1309783,"Uttar Pradesh","KUBERPUR",283202,7,85.6896551724138,3.22413793103448
"KBPR",12.7687297,75.2047508,"Karnataka","KABAKA PUTTUR",574201,12,9.43373493975904,0.313253012048193
"KBQ",24.467285,86.644713,"Jharkhand","KUMRABAD ROHINI",814152,12,56.0183486238532,4.24770642201835
"KBR",25.3851844,80.0385788,"Uttar Pradesh","KABRAI",210424,8,61.1621621621622,0.72972972972973
"KBRV",22.6152454,72.9218792,"Gujarat","KANJARI BORIYAV",387310,33,12.0881355932203,0.905084745762712
"KBSH",24.25837,86.489755,"Jharkhand","KRISHNA BALLABH SAHA",815312,9,NA,NA
"KBSN",20.0739704,74.0305693,"Maharashtra","KASBE-SUKENE",422301,6,61.2941176470588,0.196078431372549
"KBT",13.09993,79.862672,"Tamil Nadu","KADAMBATTUR",631203,9,16.8076923076923,4.73076923076923
"KBU",30.8695346,74.6657608,"Punjab","KASU BEGU",152004,8,15.4459459459459,4.62162162162162
"KBY",26.6030454,91.812104,"Assam","KHOIRABARI",784522,7,13.7547169811321,0.735849056603774
"KCA",25.3191478,83.2156631,"Uttar Pradesh","KUCHMAN",232120,14,39.8613138686131,0.992700729927007
"KCAB",16.5834688,81.3689428,"Andhra Pradesh","K CABIN",534235,6,14.7222222222222,-1.88888888888889
"KCC",16.477002,80.60567,"Andhra Pradesh","KRISHNA CANAL",522501,28,43.0763052208835,16.4859437751004
"KCD",15.9133394,79.5721089,"Andhra Pradesh","KURICHEDU",523304,14,48.515873015873,-0.634920634920635
"KCF",26.6874887,89.4484178,"West Bengal","KALCHINI",735217,4,13.6428571428571,-0.571428571428571
"KCG",17.3866419,78.4946817,"Telangana","KACHEGUDA",500027,82,9.74576271186441,-12.9733656174334
"KCHV",8.5783478,78.0205572,"Tamil Nadu","KACHCHANVILAI",628211,12,13.0272727272727,0.990909090909091
"KCI",13.6438536,78.800233,"Andhra Pradesh","KALLKIRI",517234,8,21.6595744680851,0.425531914893617
"KCJ",26.2561028,81.5433801,"Uttar Pradesh","KASIMPUR",229305,11,152.464646464646,4.6969696969697
"KCKI",23.9287295,84.1466394,"Jharkhand","KECKHI",822111,14,63.0272727272727,1.32727272727273
"KCLA",14.0173415,75.2852833,"Karnataka","KENCHANALU HALT",577426,4,6.55555555555556,2.05555555555556
"KCM",14.2172718,78.1000449,"Andhra Pradesh","KALASUMUDRAM",515501,4,23.0555555555556,2.83333333333333
"KCN",25.3136755,81.9161565,"Uttar Pradesh","KARCHANA",212301,7,83.9473684210526,-6.26315789473684
"KCO",21.206449,72.8373994,"Gujarat","KACHHIA BRIDGE",NA,4,17.8717948717949,0
"KCP",18.1582772,77.1937162,"Karnataka","KALGUPUR",585417,4,46.6060606060606,0.636363636363636
"KCR",25.3127802,77.5799865,"Madhya Pradesh","KHONKAR",473774,4,66.0882352941177,13.1176470588235
"KCT",25.647767,82.918429,"Uttar Pradesh","KIRAKAT",222142,6,46.3965517241379,4.48275862068965
"KCU",21.206449,72.8373994,"Gujarat","KACHHIAA",NA,4,17.8717948717949,0.256410256410256
"KCV",28.8341,78.7699516,"Uttar Pradesh","KRISHNA CH PURA",244001,2,7,-0.3
"KCVL",8.5098022,76.8971128,"Kerala","KOCHUVELI",695021,35,14.8551724137931,-6.88275862068966
"KD",28.6808347,78.7886155,"Uttar Pradesh","KUNDARKHI",202413,17,110.76724137931,12.7672413793103
"KDBA",12.718317,75.47686,"Karnataka","KODIMBALA HALT",574230,2,7.22222222222222,0.0555555555555556
"KDBM",24.0297045,73.0414732,"Gujarat","KHED BRAHMA",383255,4,0,0
"KDBR",18.5665178,73.8487136,"Maharashtra","KHADKI BAZAR",411003,4,24.6756756756757,0.486486486486487
"KDE",10.7714304,79.4901144,"Tamil Nadu","KORADACHERI",613703,4,14.09375,3.75
"KDF",26.0488503,82.0205784,"Uttar Pradesh","KHUNDAUR",230401,4,31.3421052631579,1.63157894736842
"KDG",18.4938048,74.3440842,"Maharashtra","KEDGAON",412203,23,18.7659574468085,2.23936170212766
"KDGH",13.0630609,77.5758199,"Karnataka","KODIGEHALLI",560097,4,15.9189189189189,1.2972972972973
"KDGI",16.520119,75.8146763,"Karnataka","KUDGI",586121,3,36.4074074074074,0.111111111111111
"KDH",22.7257397,88.3775737,"West Bengal","KHARDAHA",700118,1,2.75,0.625
"KDHA",23.1047234,75.9101218,"Madhya Pradesh","KARCHHA",456664,5,22.62,-4.16
"KDHL",22.2170809,73.2946444,"Gujarat","KUNDHELA",391760,6,19.7457627118644,0
"KDHN",28.5914837,75.4590636,"Rajasthan","KANDHARAN HALT",331301,4,14.2368421052632,2.52631578947368
"KDI",22.2783051,71.6835916,"Gujarat","KUNDLI",382255,7,8.04109589041096,0.506849315068493
"KDJ",27.191829,79.660955,"Uttar Pradesh","KHUDAGANJ",209724,8,23.8181818181818,-1.7012987012987
"KDJR",21.6605857,85.6265438,"Odisha","KENDUJHAR",758002,6,18.952380952381,-2.0952380952381
"KDK",21.684651,76.364549,"Madhya Pradesh","KOHDAD",450001,4,58.7631578947368,1.68421052631579
"KDKN",26.3679795,91.6452941,"Assam","KENDUKANA",781380,8,8.31818181818182,0.833333333333333
"KDL",25.0337266,73.9049348,"Rajasthan","KANKROLI",313342,4,13.9189189189189,0
"KDLG",24.0283048,73.8105224,"Rajasthan","KUNDALGARH",313903,2,22.2222222222222,0.0555555555555556
"KDLR",20.1289523,83.2771839,"Odisha","KANDEL ROAD",766012,8,78.2205882352941,0.382352941176471
"KDM",17.686324,79.8966173,"Telangana","KESAMUDRAM",506112,28,35.1367924528302,1.06603773584906
"KDMD",11.898336,79.455986,"Tamil Nadu","KANDAMBAKKAM",605401,2,18.3684210526316,6.73684210526316
"KDMR",21.739397,72.004579,"Gujarat","KODIYAR MANDIR",364060,18,6.27160493827161,0.259259259259259
"KDN",15.2146687,76.7634089,"Karnataka","KUDATINI",583115,7,31.6851851851852,0.666666666666667
"KDNL",9.085594,77.3633977,"Tamil Nadu","KADAYANALLUR",627751,8,18.4473684210526,3.32894736842105
"KDO",12.1907525,76.6640675,"Karnataka","KADAKOLA",571311,14,17.0534351145038,2.43511450381679
"KDP",14.7735823,78.1935801,"Andhra Pradesh","KONDAPURAM",516444,18,34.4360902255639,-5.51127819548872
"KDPA",18.984635,82.46682,"Odisha","KHADAPA",764055,2,66.4166666666667,2
"KDPR",25.4293784,87.8028014,"West Bengal","KUMEDPUR",855113,19,39.1645569620253,-1.79746835443038
"KDPS",27.863489,80.7794,"Uttar Pradesh","KADIPUR SANI HALT",262725,7,32,0
"KDQ",25.448605,83.0911733,"Uttar Pradesh","KADIPUR",221104,14,87.390977443609,5.64661654135338
"KDRD",24.3617032,82.8560695,"Uttar Pradesh","KHULDIL ROAD",231219,6,110.472727272727,8.67272727272727
"KDRI",21.0990816,81.7418915,"Chhattisgarh","KENDRI",493661,8,NA,NA
"KDRP",20.397051,86.0180542,"Odisha","KANDARPUR HALT",754111,4,17.4864864864865,4.67567567567568
"KDS",23.7896252,86.3961303,"Jharkhand","KUSUNDA JN",826001,8,5.7910447761194,3.35820895522388
"KDSB",31.4134695,75.1144642,"Punjab","KHADUR SAHIB",143118,8,17.6119402985075,0.985074626865672
"KDSD",21.3765745,72.9163241,"Gujarat","KUDSAD",394110,7,28.6862745098039,3.2156862745098
"KDT",14.9827571,77.5425607,"Andhra Pradesh","KHADARPETT",515775,4,13.7222222222222,1.97222222222222
"KDTN",18.4779953,74.4236629,"Maharashtra","KADETHAN",412203,15,18.7142857142857,0.935714285714286
"KDTR",21.9268497,83.3322947,"Chhattisgarh","KIRODIMALNAGAR",496005,11,37.6701030927835,3.57731958762887
"KDTY",9.7560075,76.4923421,"Kerala","KADUTURUTTI HALT",686613,8,41.958904109589,0.561643835616438
"KDU",9.0016739,77.8631654,"Tamil Nadu","KADAMBUR",628714,16,36.8898305084746,3.74576271186441
"KDUH",16.7560525,82.0542065,"Andhra Pradesh","KUNDURU",533262,NA,NA,NA
